reviewerName,reviewText,overall,verified,reviewTime
M. Guides,"For me, and I read it in other places, TEAC seems to be to only usb floppy that continues to work when loading an Operating system on a laptop with sata hard drive. I was using a Sony usb floppy and every time I got to the second sata driver on the floppy the Sony failed to be ""seen"" by the laptop and my install would come to a screeching halt. After I purchased the TEAC I was able to complete the install thru both sata drivers on the floppy.",4,True,"03 31, 2009"
Joshua,Very Good. Met my expectations.,5,True,"01 13, 2017"
Ohmy,Got it quick and product is as expected!,5,True,"11 20, 2014"
Sean Banks,"Great grip, never had a leak out of 10 or so of these.",5,True,"07 21, 2015"
Tim Juhl,Sturdy and well made.  I just wish you could turn the camera attachment through 90 degrees to increase your mounting options.,4,True,"01 16, 2014"
ann S,Hard to apply,5,True,"04 10, 2018"
D. Jacobsen,Fits just fine and helps protect the tablet.  Perfect fit for the Samsung Galaxy Tablet - nice and thin and not bulky,5,True,"04 26, 2014"
Jess,Excellent TV. No problems setting up  and programming.,5,True,"08 9, 2015"
Tammi Glover,This is very long! Great deal.,5,True,"02 21, 2017"
cptronier,This is the best blue tooth out there. Works everywhere..  Can hear every well as if the person was right next to you.,5,True,"07 4, 2013"
Ikafus,"I have taken this camera just about everywhere so far. The ocean, mountain biking, on roller coasters, and hiking. I even mounted it on the side of my speed skates for a pretty cool angle. I'm very pleased with the outcome, and the cost was great. well worth it.",5,True,"08 29, 2015"
Marc W Algozzino,Works as advertised.,5,True,"02 10, 2018"
Gayle Teague,"I have had 2 of these recently both just quit working altogether in a very short period of time, product worked great for a little while the just quits working and displays message on screen say there is a problem with the frame. It's obvious that kodak doesn't have all the bugs ironed out of this thing yet, its a very good idea but does not work very long I have requested my money back beause i do not with to try a third one too risky.
At this time i do not recomend this product to anyone.",1,True,"04 14, 2010"
Quickbeam,"I received this from Amazon in error through the Vine program. I was told I did not need to review it but I am happy to do so. This is a high quality pack useful for a lot of activities. The inner protective camera bag is equally useful for high end binoculars. Both my husband  and I have gone over the construction and stitching and find it first rate. I love the fact that this pack is stable on its end, rare to find. I haven't seen it fall over yet.  The ""gate mouth"" top is perfect for thing you need access to quickly. There are a lot of pockets for small items.

I have also used this as a daytrip pack and find it holds everything I need for a day hike. I like it so much I have given away older daypacks in favor of this one. There is an easy to use water bottle holder on the side. The straps are comfortable for both me and my husband.

I am so pleased with this pack I keep finding more and more ways to work it into my day. I have used it to tote my camera, binoculars for bird and sky watching, work out gear, overnight trips and travel essentials. It has not let me down. This is a quality pack which I highly recommend.",5,False,"08 16, 2013"
kevinh,"i got this so i could use my phone's radio in the truck, not enough choices on the regular radio. the only problem with these is the cable could be a little longer, other than that this is an awsome purchase",5,True,"03 27, 2013"
Wynn,The laptop is probably ok. But Windows 8 with the metro UI is just such a confusing piece of software. Epic fail.,2,True,"10 30, 2012"
J and J,"what a joke, this does not charge C batteries, they do not fit and or stay in the holder!",1,True,"11 20, 2014"
CHC,The large size covers fits large headphones. They also work on a smaller headphone that is slightly under 3 inch in diameter.,5,True,"02 14, 2013"
SGYT_Games,"Awesome, this works really well!",5,True,"05 14, 2017"
OGG808,Easy setup. Lots of options. Great NAS,5,True,"02 21, 2016"
mikesj,"Replaced my original toslink cable that went from my television to my soundbar to come directly from the HTPC on the other side of the wall.

The cable works exactly as it should and I am extremely pleased with the build quality of the cable.",5,True,"09 10, 2013"
Alex P.,Works well with charging a gotenna mesh unit at a distance.,5,True,"07 23, 2018"
Evan J.,Works as expected.  No signal loss on the 15ft cable,5,True,"11 15, 2017"
yep,"This is a heavy-duty, heavy-gauge cable that has no trouble driving my 1,000 watt bass cab. The sound and power are clean, clear, and high-headroom, even with a rig that will trip some residential circuit-breakers at peak volume. The connectors lock tight in place, and the strain-relief is legit.

So why so cheap? Well, the obvious compromise is the connectors. These are not precision Neutrik plugs, rather they are cheaply-made stamped-plastic no-name connectors. But God bless Neutrik, they designed the SpeakOn standard so well that even dimestore junk makes a solid and immobile physical connection.

Do I trust this cable to power the huge Ampeg rig in my studio live room? Absolutely. That stuff will sit there until Doomsday, and here are some heavy-metal conductors to ship electrons from amp to speaker.

Would I trust this on tour? Probably not. The plugs make a solid connection, but are cheaply made. Murphy's law is that the day they crack at the seams is the day of your most important gig, and these kinds of high-wattage cables are not always easy to get last-minute substitutes for.",4,True,"04 25, 2016"
koboilila,"works good as a basic weather alert radio. Note that it isn't something you can just leave on and forget, it will eat through the batteries; it is good as something you want to turn on and stick in your pocket while out for the day.",4,True,"12 20, 2014"
MushuCurry,"Works great with the 7"" Kindle kids edition. We have one in both of our cars. The Kindle case is too bulky so I have to take it off, but not that big of a deal. The only downs side that we've experienced so far is the velcro on the passenger side of the headrest has caught my hair multiple time on a recent roadtrip. The corner of the velcro flap curled up. It needs to get readjusted so its under the headrest, then I'm sure all will be well.",4,True,"07 24, 2016"
Naresh Seeparsad,Have the card in my nokia e63 and it works pretty good. Very fast access time to the memory card. There is no noticeable speed difference when accessing the memory card.,5,True,"05 21, 2010"
Miss Jones,Exactly as promised and described.,5,True,"07 16, 2016"
RHD,This is a perfect camera case which is slighty padded. Its small enough to put into a hand bag and cute enough to hold in your hands.  Even has a little front pocket for extra batteries or a memory card.  Can be hooked onto a belt as well. I liked it so much I brought a second one.,5,True,"09 13, 2008"
Amazon Customer,Excellent SSD. Will buy another one in the near furture.,5,True,"12 7, 2014"
Jason,I've had this monitor for several months and like the color and detect no dead pixels. No reason not to give 5 stars,5,True,"07 9, 2016"
Flaywind,Great range but with all these great spec's you would think it would not reduce your download speed by 40%. Very disappointed.,2,True,"12 3, 2014"
Richard Roth,very well designed. 4 stars only because it is too lite.,4,True,"12 3, 2016"
Jon24hours,"Does a great job at FAST charging my iphone 6s plus from 1% to 100%. Had it over a month allready, and i use it much more than i thought i would. I use it at home all the time also because its easier than extension cord, and faster too.",5,True,"01 18, 2016"
Andrew Mateja Jr.,Increased my total memory size from 8GB to 16GB. Laptop is responding well. It's RAM. It either works or it doesn't,5,True,"11 21, 2014"
Brian,A+,5,True,"06 23, 2016"
Paul,"This is an incredible piece of technology coupled with perhaps being the finest GPS available-5 Stars, hands down.
Couldn't be happier with all the improvements made. The magnetic mounting is awesome- quick connect/disconnect, no problem.",5,True,"03 11, 2014"
Amazon Customer,Seems very good. Nice to buy in this size and just refill the small spray bottles.,5,True,"05 19, 2017"
Chris Hopkins,"I have been using this GPS for a few weeks now.  I have not found any issues where the maps were incorrect.  For the price I paid, it was not much more expensive than 3 or 4 years of paper maps.  My only complaint is that it seems like you need a zip code in order to find an address and I don't always know  what that is.  That being said, there is probably a way around that that I have just not figured out yet.  Great basic GPS with a nice size screen.",4,True,"02 24, 2010"
G Juice,Works as expected and used as intended.,5,True,"03 16, 2015"
VictorWTorres,"Great cable, but eventually I broke off one of the plastic tips. And you know how the story goes after that.",4,True,"10 3, 2016"
becaroo,"I would've given this 5 stars if we had choice of other colors and (maybe) a cushion underneath.

I'm not unhappy with this, but for my needs/wants, color choice and the addition of a cushion would make it 'perfect.'  Or at least offer variants, with or without cushion for those who don't want one.",4,True,"07 26, 2010"
Jean-Paul M,"Nice hub.  Works as it should.  Only gripe is if I unplug something from it and then reconnect that item back into the hub, the hub will not pick it up.  I would then have to unplug the whole hub and start again.  Otherwise, it is fast to use and nice to have more ports available for my computer.",4,False,"04 22, 2015"
Fernando Hoyos,"This is the second 2-battery pack I've bought. While batteries perform well, I can't tell the same about the charger. My first one was charging a battery and suddenly it stopped working, like a short circuit, almost melted, so be careful.",3,True,"01 28, 2015"
vetterun,Got this for my Grandson's new Surface Tablet.  He loves it!  Feel and touch are excellent and it seems to be doing a great job of protecting the screen when closed.,5,True,"02 5, 2014"
JOSE E VILANUEVA,"word beautiful with my old hard drives,thank you, I'm recommended this product.",5,True,"10 27, 2014"
HonestGuy3017,"I recently purchased a wireless lavalier microphone for my camcorder, but it had a 1/4"" phone mono phone plug, and the camcorder has a 1/8"" stereo input Jack.  I acquired the appropriate adapter, but now there was too much weight and bulk hanging off the side of the camera.  This 6"" mini-extension cord solved that problem.  Exactly what the doctor ordered!",5,True,"05 14, 2017"
Kreela,"I like the Moko case so much I was hoping to find the same case for the 9.7 inch ipad.  The build quality is excellent.
--The handles seem sturdy and snap together via magnets when lugging the case around
--There is a usb cable for the keyboard that tucks into the slot behind the ipad after you prop it up in the groove
--I experience no lag or disconnection while typing (my main complaint with bluetooth)
--The keyboard has deep, easily-depressed keys.  They are better than the keys on my macbook air
--It's less expensive than the Apple Smart Keyboard

Negatives:
--The case makes the ipad pro 12 much heavier than a light-weight laptop
--I frequently hear clicks as if the ipad is waking up a lot when jostled.  I have to check to make sure the battery is not getting worn down. Once I took it to work, didn't use it, but found the battery had died during the day.  But the symptoms have not repeated.",5,True,"10 16, 2016"
Hugo,very good,5,True,"07 22, 2014"
Fred41Mag,"These cards make photography and photo, negative scanning much faster.",5,True,"11 26, 2016"
Amazon Customer,Quality and ease of operation make it an excellent choice.,5,True,"02 22, 2018"
ShaeWM,Great external drive.  Use it daily for PC backup.  3.0 speed is consistent at around 60MBs.,5,True,"11 26, 2014"
Jenny,The case is too small I want my money back!!!!,1,True,"08 5, 2015"
Sham Khai Pung,Excellent length for permanent PC/laptop connection.,5,True,"11 6, 2014"
John R,"Hi,
In my quest for something to protect my iPhone from water and sand I've tried a few different products.  The two most robust are this Armband case and the Pelican i1015 Case.  The Pelican i1015 Black Case is also currently available from Amazon.  It might be something to consider depending on how you intend to use them.

Although both products are designed to keep your iPhone dry they differ considerably in construction and purpose.  Each has its merits and I'll run through a few of them.

- Both generally provide good protection from water.  They seal well and the latches are secure.  I do think the Pelican is stronger in this area though.

- The Pelican is far more crush proof.  If you plan on throwing your phone in a dry bag with all your gear and taking it on a rafting or kayaking trip it's a solid choice.

- The H20 Armband is constructed primarily of wetsuit material.  It offers a measure of padding particularly on the sides and back.  However, the front of the phone is covered by a thin sheet of transparent vinyl.  Gear rubbing against it could easily damage or tear the vinyl and damage the iPhone.

- The best thing about the H20 armband is you can operate the touch screen while it's in the case.  Voice control will only get you so far.  If you want to read your email or check sports scores you need more than voice control.

- The Pelican has a little bit of room for additional storage.  Though there isn't a great deal of space it's enough to fit in your ear-buds, a key or two, and some cash.  The armband has very little extra space.

- The H20 Armband is a very tight squeeze for the iPhone.  I always worry about getting the phone in and out of the case without harming it.

- The Pelican case is considerably less expensive.  You can get two or three or them for what the armband costs.

It really comes down to your intended applications.  Ignoring the price difference if you want something primarily for listening to music and providing excellent storage the Pelican is great.  It's not really suitable for swimming or surfing though.

If you want a case that will allow you to use all the features of your phone during your aquatic activities the H20 Armband is the winner in my opinion.  Between the two of them it's certainly the way to go for swimming and surfing.

Best regards,
John",3,False,"01 7, 2011"
Vova,crap,1,True,"10 19, 2014"
Michael M.,"A decent gel set for your flash.  Definitely as good an any others in this price range, but I especially like the new style bands for holding the gels in place (the Velcro strap method was a pain).  The are great for throwing some color on the background of a portrait, or for adding a little color to the side of your model.",4,True,"01 13, 2018"
SpecialK,"i was using this to boost the signal so i could send a vga signal from my computer to the monitor and tv and it worked perfect for that. i should add that this was a cheap fix, as opposed to buying a new video card, and i did hav to remove the screw in nuts and use some extra parts around the house to make it work, but it worked. boosted the signal, and sent it two ways:)",5,True,"06 2, 2011"
robby23rd,Ordered these because my original cord that came with my Numark NS6 got damaged. Thank goodness for Prime shipping!!! I ordered 2 of them so I would have a backup just in case it happens again.,5,True,"06 22, 2016"
soundsorcerer,"Works very well. No complaints from people I am talking to, and the audio on my end is very clear. Connects to my iPhone 6 without fail. Recommended",4,True,"01 5, 2016"
Optional.Info,"I did not buy this to replace my high performance flash drives--the writes are very slow (about 15MB/sec sequential). The reads are a bit better, usually around 80MB/sec sequential. It's a shame the performance isn't that great because the design is perfect for me. The aluminum housing is very durable, you don't have to worry abou losing the cap or bending the USB connector, and it has a nice ring to easily keep it on a keychain or carabiner.

Again, this thing isn't going to win any races, but  it at least reads quite a bit faster than a USB 2.0 drive. It's a great design and one of the few I don't have to worry about breaking or losing.

Kingston, I know you're capable of making fast drives. Why not do that for one of the best designed drives on the market?",4,True,"12 11, 2015"
Collier Hageman,These work great and I'll be buying more.,5,True,"11 29, 2016"
Paperpeople,"When used with a standard protective UV filter, both the rubber and plastic tulip hood cause serious vignetting at with a 28 mm lens.",3,True,"04 1, 2014"
jlil89,Works but careful not to burn it out by overcharging,3,True,"06 1, 2015"
A. Tang,I have a few for this cam for a couple years and they are still working well.  Actually it is more dependable than the Foscam R2 cam I got recently.,5,True,"08 18, 2017"
Bigg Robb,"Will never buy Boss products again, wanted this for 6x9's just to add a little low pass and goes into protection mode. Don't waste your time!!!",1,True,"10 18, 2017"
G. FAMUTIMI,k,5,True,"01 18, 2015"
Duke67,"Fits nicely, but the cover began peeling within a week.  Very disappointed..... looks terrible.  Will go with a different brand for next computer.",3,True,"12 3, 2014"
Kindle Customer,"I am up to the 6th Kindle on my account, so I've done quite a few placements of screen protectors. This one is unusually difficult to put on and leaves lots of bubbles, probably largely because the ""bubble card"" is so small (about 1"" by 2"", but I haven't measured it yet). It's a shame, because this film has a ""grippiness"" to it that my Fire and I really like.",3,True,"08 19, 2012"
BI707,"If you're looking for a professional quality tripod without the hefty price tag, check this one out.

I was wanting a tall, heavy tripod that could be used to record a weekly event.  This definitely fit the bill.  Once I received it and felt how heavy and sturdy it was, I was definitely very happy.  This is probably not the tripod you want to carry for miles in your backpack, but it is awesome for stationary setup and use.

If you're looking for a heavy, high quality tripod, this is it!",5,True,"01 14, 2013"
Daniel,"This thing has turned my rats nest into organized bliss. I've put a couple things in it, including a big surge protector and a couple small power bricks along with a lot of cables.",5,True,"01 31, 2014"
N. Scott Brown,"I bought one of these sensors along with the chime unit two years ago.  The sensor started working erratically.  Reading the instruction manual, I replaced the battery but that did not fix it.  Since the warranty is two years and the chime unit still works, I decided to purchase a new sensor.  It works but I will need to see for how long.  $78 is pretty expensive for two years.  This has been the best driveway alarm we have had in terms of false alarms.  We have a few false alarms but it works better than the others we have tried.",3,True,"02 1, 2013"
CC Hunt,"The Sony BDPS3200 Blu-ray Disk Player plays Blu-ray disks and standard DVDs with no discernible difference from any other similar device I've tried. The reason I bought this model was that it would also stream Amazon Prime video thus allowing me to add versatility to my TV that has just two HDMI connections. Sadly, the player cuts off the last minute or two of every Amazon Prime video I've watched. Combine this with what Sony thinks is a convenient, easy-to-use interface but instead is a clunky big of kludge that resembles what 1970s designers thought a 21st Century interface would look like and the value of my purchase drops considerably.

I haven't tried the other online services. I hope they are faster to connect with fewer steps that the Amazon Prime option. Most are services I've don't recognize and those that I do recognize have no value to me. I am probably going to subscribe to Netflix once I disconnect from Comcast TV services so hopefully it functions well.

If you like to stack your electronics, this unit must be on top due to its flimsy, sloped top surface. This is noted in other reviews but I bought it anyway as I don't stack. The remote is small and as complicated as any other maker's unit so some will like it and some will not.",2,True,"02 12, 2015"
Wednesday,Hope it is good in 3 years?,5,False,"08 29, 2014"
Lie2me,"I purchased this router in early 2013 and finally got around to setting it up.
It had hardware version A1 and Firmware version 1.02 so I may have missed a bunch of bugs experience by early adopters.
There presently is a firmware upgrade to FM 1.04 that I have yet to install.
Waiting for an email from support of whether the zip or bin file type needs to be used.

I have used a number of routers over the past 10-15 years.
The longest being a Dlink  DGL-4100 that had its wall wart fail but not the router itself.  They stopped upgrading software so felt it was time to change.
I have used an Airport Extreme router from Apple and an older wireless router from Netgear and briefly a SonicWall router.

I have been using Apple Mac computers/ipad/iphone at home with these routers.
If you are looking for the easiest to setup for an Apple Mac, I would recommend Apple's Airport Extreme.
However, Apple's does not have quite as many features as this Dlink router which you may or may not even use.

This Dlink 857 router is a little more difficult to setup for Mac users.  You do a manual setup because the CD and its software are PC based.
You really want to follow the quick start guidelines carefully.  I found the power button was insufficient to reconnect the router.  Be sure to pull the power cord when trying to re-establish the connection to the router.  That will allow you to get back to using the IP address into the router.  Thereafter the router will reboot itself AOK.

I found the reboot time for the router to take a long time.  It is easier to change settings and save them, then reboot at the end.
After getting this router up and running, I had to power down/restart all the equipment to get proper connections made to the internet through it.

I really wanted to mount this unit against a wall because it takes up space when laying flat.
I gave it 4 stars because it lacks screw hole cavities on its bottom side to mount it vertically.
My old Dlink had these and also had a stand to stand it up vertically.
If you want to mount this vertically, you will need to figure out that on your own.

I hope this router will last for 5-7 years as my trusty DGL-4100 did.
Of course wireless technology improvements tend to shorter lifespans in routers these days.",4,False,"04 10, 2013"
GW,This is a great carrying case. It fits flat in my carry on and protects the Garmin. I'm not to sure I like all the magnets. You do have to be careful this doesn't get close to the hotel room keys.,5,True,"09 20, 2013"
dantjr1,"Not exactly what I was wanting, but if it was It would be great.",3,False,"07 21, 2014"
toni_sto,thank you,5,True,"05 8, 2018"
Buckeye,"Picked this up clearanced out at a very well known toy store for $55.00 and for that price this thing can't be beat. But honestly listening to the competition costing twice that much this thing still shines with it's good sound to small footprint ratio.  The sound is very clear with my iphone EQ set to Rock which emphasizes lows and highs. Also, Slacker and Pandora sound very good as well.  Others have commented on base reproduction but I think a more accurate way to describe it would be mid-base.  This thing is great for small rooms or an office. I have mine in the kitchen and I can hear it fine while washing dishes, cooking, and running the dishwasher.  I have played this thing very loud with little to no distortion,(Blues, Jazz, and Rock mostly).  Having realistic expectations is the key as this thing is NOT a stereo replacement or a thumping base machine.
The few cons are that the iphone adapter is limited if you have any kind of case on your phone.  I am able to connect my iphone 4 and my wife's 3g, both with cases, without the provided adapter and have no fear of the connector giving way.  The remote is also a little slow to respond at times while navigating the menu but does well most of the time with simple volume and song advance/previous inputs.
You can't go wrong with this little guy if you keep realistic expectations in the forefront of your purchase decision making.  If bigger sound is require you can step up to the sound stage 400p which also has excellent reviews.

*Reviewed this under my wife's account as I don't have one set up yet*",5,False,"09 15, 2010"
Amazon Customer,"Im impressed with the quality of the product. First of all its completely silent.  I can hear my power supply only, not the card. Then, it keeps very good temperature. No matter, how much I load this card, the highest temperature was 71 Celsius (Gpu-Z uses Celsius).  Very good product.",5,True,"12 29, 2017"
Lee,Excellent quality HDMI 10 foot cable.  I have ordered several different HDMI cables and USB cords from Mediabridge and have never been disappointed.,5,True,"02 26, 2014"
James,"Good quality construction, good zippers, and solid stitching.  I will be keeping this bag even though my Powerseeker 80EQ telescope will not completely fit in it.",4,True,"12 22, 2015"
J. Dillon,Fast Shipping. Works great!,5,True,"05 9, 2015"
K. Johnson,"I got these headphones from a family member for Christmas. The sound quality is not great. Substantial at best & seem slightly muffled. It sounds as though people are under water whenever I listen to videos with this thing or speak on the phone with it. I really don't like using them already & yet I've only had it for 2 days. I wish I could return them asap as this was not the brand that was on my wish list. The earbuds falls out my ear constantly if it's not used with the black earbud placement. However, I love the fact that beside the Bluetooth symbol on my phone is the headphones battery life information. I have another Bluetooth headset (the one that sits on your shoulder) & it doesn't show battery life even though it actually tells you when battery low but that recording comes within a short time of it dying so that feature is a plus for me. Overall, I'd recommend you keep looking for a better headphones as this is definitely NOT a winner!!!!",2,False,"12 27, 2015"
Silicon Valley Geek,"Purchased the Samsung Series 5 550 3G model because it allowed 2 years free access on Verizon's 3G network.  I was amazed at how after turning it on, selecting our WiFi network and password that my kids could log right into their school's account in a matter of seconds!

St Leo the Great of San Jose has all the students using chromebooks.  Each student is issued their own school email address and password.  All their school work is saved in Google docs and on Google drive (cloud based).  All their email, homework, calendar, video lessons, etc. are available.

We debated between a MacBook Air, a Windows laptop or a Chromebook.  Overall I'm happy we went with the Chromebook.  There are cheaper Windows laptops out there, and some folks find the WiFi is more stable and the web browser is faster, but for our needs and to keep our kids from having to deal with administering a Windows machine it made sense to pay a premium and go with a Chromebook.

Since a Chromebook is basically useless without an internet connection going with the 3G and 2 years free 100mb a month option made sense.  If you use more than 100mb a month you can buy more ($10 for an unlimited day pass).  This is useful if they are working on homework in the car or at a friend's house without WiFi access.  Your 2 year period starts once you configure it in settings (about a 15 min. registration setup - you can configure it by going to the lower right hand corner, choosing your google login icon, select settings and in Internet connection choose mobile data, activate Verizion Wireless).

The coolest thing is that anyone can walk up to a Chromebook and if they have a Gmail account (or a school account that uses Google like Bellarmine or St Leo) they can log in.  Everything is stored online and the browser window leaves off right where you left it.

A couple of items to point out (see product photos I uploaded):
- The AC power cord to brick connector isn't flush.  Not a big deal, but it looks sloppy when you don't get a tight fit.  The power brick has a useful green LED to let you know it is plugged in.
- The power tip connector to the laptop isn't flush either.  You do get an amber light on the laptop to show you it is charging, but I do wish Apple would give better licensing terms for their patented magnet power adapter  (magsafe) connection.  I can totally see this small Samsung power tip bending or sending the chromebook flying if someone trips over the power cord.
- The trackpad is large and works better than previous models.  It doesn't have Apple's multi-gesture shortcuts and the scroll direction is the opposite of what I like but that can be changed in the trackpad preferences.
- The keyboard doesn't have a caps lock key (they put a google search magnifier) but you can use shift+magnifier to toggle caps lock function ON/OFF.  The keyboard isn't backlighted.
- The screen has a dull matte non-glass finish which is better for reading (not too many reflections).  The screen size is small at 12.1 inch LCD at WXGA 1280x768 resolution.
- Video out is via the full size displayport connector.  I wish Samsung had put a HDMI connector instead.  You'll need to buy a full size displayport to VGA, DVI or HDMI connector for your video output needs.  If you use DVI or VGA you'll also need to buy an mini-jack 1/8"" standard audio cable.  Make sure to fully plug the Displayport to HDM cable into the laptop in order for it to fully connect and detect your HDMI TV.

Here's a list of the video out adapters you may need to buy:
<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Cable-Matters-Gold-Plated-Premium-DisplayPort-to-HDMI-Male-to-Female-Cable-Adapter/dp/B005H3I38Q/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Cable Matters Gold Plated Premium DisplayPort to HDMI Male to Female Cable Adapter</a>
<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Accell-B087B-005B-UltraAV-DisplayPort-to-DVI-D-Single-Link-Active-Adapter-ATI-Certified-Black/dp/B004071ZX0/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Accell B087B-005B UltraAV DisplayPort to DVI-D Single-Link Active Adapter ATI Certified (Black)</a>
<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Accell-UltraAV-B101B-003B-Display-Port-with-VGA-Active-Adapter/dp/B003HC85D2/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Accell UltraAV B101B-003B Display Port with VGA Active Adapter</a>
<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Belkin-Mini-Stereo-Audio-Cable-12-feet/dp/B000067REG/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Belkin Mini-Stereo Audio Cable (12 feet)</a>

- You should take the time to learn the keyboard shortcuts for the Chrome OS.  Hit Ctrl+Alt+? to bring up a graphical map of the keyboard and all the useful shortcuts.
- You may get intermittent trying to connect messages inside a Google Docs that locks you out of the document for a few seconds.  I've never noticed this when using the same google doc on a Mac or PC laptop so I'm not sure if this is a Chromebook WiFi adapter issue.  The chromebook has built in gigabit ethernet CAT 6 cable connector so that may be more stable if you run into this too.
- The boot up time for a Chromebook is fast! The Chrome browser however is slower than a Chrome browser on your Mac or PC when loading pages.  Hopefully this will improve as Google learns how to optimize their Chrome OS.
- Printing is a pain.  Your best bet is to buy a Goolge Cloud compatible printer.  Our HP Envy 110 printer was already Mac Airprint compatible and worked well with the Chromebook.  These new cloud based printers use an email address for your printer so technically you could just email it if all else fails.  Google Cloud Print is tied to a primary Google account that then shares the printer with other users, so be sure to set it up with your primary Google account first.  Lower left corner, select your profile icon and choose settings, choose show advance settings and select Open Google Cloud Printer.
- Scanning is also a pain.  Your best bet is that same Google Cloud compatible printer will also allow you to type in your printer's TCPIP address and load a web based scanner utility that you can use to scan a photo into the Chrome browser.  You can then Control+click the image to get the option to do a save image to your Google drive.  In our case our HP envy resets it's IP address every time the router reboots so I'll need to hardcode it's IP address and then save it as a bookmark in the browser to make it easier to access.
- The Goolge Chromebook comes with a built in camera for video conferencing across Google Talk and Google+ Hangouts.  You can also use Evernote to use it to capture images as a poor man scanner with OCR detection!
- Battery life is awesome.  6+ hours on a full charge.
- Plugging an SD card into the slot brings up a folder drive icon and you can copy whatever images you want over to Google Drive.
- Kensington security lock hole makes securing your Chromebook a no brainer.  Why Apple dropped this off the MacBook Air makes no sense.  That said, a Macbooks have the Find my iPhone app that also tracks your Mac's location.  The Chromebook has no current method for tracking stolen Chromebooks (something that probably happens frequently at schools).  The good thing is that any data is encrypted on the Chromebook and that you can access all your work on any Chromebook with an Internet connection.
- I wish the Chromebook had USB 3, but that said I haven't really connected any USB devices to it yet anyways!

If this review helped give it a thumbs up, if not feel free to add your gripe in the comments.  Chromebooks aren't for everyone, but I'm amazed at how the challenge of having to always have an internet connection is offset by the wonderful ease of use of cloud based computing.",4,True,"10 8, 2012"
Paul W.,Great product !!,5,True,"03 18, 2015"
Home Studio Enthusiast,Great ram.  Very reliable.  Good price for the amount of memory that you get.  This ram is a good choice for upping your memory to a full 8 gigs in your laptop.,5,True,"09 30, 2013"
Veryeasy,Great camera! Will be buying another! The company replies very fast to any emails and they are very friendly,5,True,"04 1, 2016"
Harry Marlin,Works well and right size!,5,True,"02 19, 2018"
William,"UPDATE: In perfect working order, updated to the correct Type-C specification. The seller sent me the updated adapters for free after I had purchased the old out of spec adapters.

OLD: It's not compliant to USB Type-C spec and may allow your device to draw more current than port/charger should allow. DO NOT USE.",5,True,"11 16, 2015"
B. nguyen,"Pros:

It's 5.1 and it's cheap, good for games that support positional sound

Cons:

Sound quality is not very good, I have 2 Creative T2900 which I use as a 4.1 system and these sound much better than X-530 however they don;t give me good positional sound when playing games",4,False,"07 9, 2006"
Wally Waffles,"Using this off-brand keyboard for a few days fixed the official name-brand keyboard.  I know this is a ridiculous claim, but here's what happened:

At work we have an iMac for secondary purposes (such as making sure stuff also works on iOS and watching Netflix).  It doesn't get used much, but it is beyond its warranty.  The $50+ official Macintosh keyboard that came with it one day suddenly stopped responding to presses of the spacebar.  (Everything else still worked.)  I removed, cleaned, and reattached the spacebar a few times, and also rebooted the machine several times, but the spacebar would not start working again.  (Apparently spacebar failure is very common in official Macintosh keyboards.)

For the sake of typing the space character, I hooked up a for-Windows PC USB keyboard that I bought at the second-hand thrift store for a whole dollar.  I also reattached the original Mac keyboard for the usefulness of its extra buttons such as the volume controls.  This was an acceptable arrangement for a while, but then the Mac spacebar started to get and remain ""stuck,"" even after I fully removed the physical key.  (The experienced effect was that web pages would scroll all the way down, because that's what typically happens when you hammer the spacebar when no input field has focus.  Netflix playback also experienced seizures because the spacebar pauses and resumes videos.)

I detached the fancy-pants aluminum keyboard because of its latest malfunction, leaving us with just the plain ol' PC keyboard.  Again, this was a mostly acceptable solution, but we eventually decided we should get an operating-system-appropriate keyboard since the Windows key doesn't behave like the Quatrefoil key and the PC F[unction] keys don't do any of the extra stuff that the Mac F[unction] keys do, so we ordered this one for $20.

After a few days of use, I was about to put away the old Mac keyboard when I thought of trying one more test:  I went to keyboardtester-dot-com, plugged in the old keyboard and started mashing keys.  To my surprise, the spacebar was working properly again!

We put this new keyboard back in its box and we're holding on to it as an emergency backup, but unless the official Mac keyboard craps out again, we'll probably never ever use it again (for lack of need).

By the way, this ""Macally 103 Key Full-Size USB Keyboard with Short-Cut Keys for Mac"" isn't really full-size; it's about an inch narrower than an actual ""full-size"" keyboard, which is achieved by smooshing the arrow keys and the six above between the main keys and the num pad, so its actually a ""compact keyboard (with num pad).""

The keys are comfortable to press, but one person said she kept getting confused by the compact arrangement of the arrows and the six above.  I should knock a star off for this, but this product earns an extra 10 stars for A) having a functioning spacebar, B) fixing the other keyboard, and C) not being *incredibly* overpriced like everything else for Mac is.",5,True,"10 15, 2015"
